age_group,season,hour,n,mean,median,std,type
"[20,80]",fall,0,1072,2.14157964155745,2.1049998998642,0.352132600380317,male
"[20,80]",fall,1,1039,2.16191784100996,2.10999989509583,0.390992783866367,male
"[20,80]",fall,2,728,2.18019079605302,2.15000009536743,0.37316503777328,male
"[20,80]",fall,3,415,2.20341914360782,2.1800000667572,0.384809062476738,male
"[20,80]",fall,4,131,2.23244275209558,2.16000008583069,0.425184294304604,male
"[20,80]",fall,5,89,2.26550560319022,2.17000007629395,0.490804101783935,male
"[20,80]",fall,6,44,2.24613636190241,2.1800000667572,0.467065141636182,male
"[20,80]",fall,7,1,1.72000002861023,1.72000002861023,,male
"[20,80]",fall,17,1,1.6599999666214,1.6599999666214,,male
"[20,80]",fall,18,30,1.87633332808812,1.8400000333786,0.273879954554089,male
"[20,80]",fall,19,622,1.90686494916965,1.87999999523163,0.289111540929251,male
"[20,80]",fall,20,1406,1.92120756270367,1.87999999523163,0.299642782797416,male
"[20,80]",fall,21,1042,1.94638091142713,1.89999997615814,0.345418982022035,male
"[20,80]",fall,22,551,1.97686091352072,1.96000003814697,0.363720304900879,male
"[20,80]",fall,23,767,2.06412173685226,2.04999995231628,0.359499709146165,male
"[20,80]",spring,0,1319,2.09319328141086,2.05999994277954,0.371267534927174,male
"[20,80]",spring,1,1378,2.1035538888462,2.09999990463257,0.367742990040469,male
"[20,80]",spring,2,1039,2.11685474637154,2.08923196792603,0.372531813213905,male
"[20,80]",spring,3,536,2.11735480823624,2.08999991416931,0.377152582168046,male
"[20,80]",spring,4,170,2.14229411377626,2.125,0.405218950782222,male
"[20,80]",spring,5,105,2.18454061689831,2.1967658996582,0.347398522275924,male
"[20,80]",spring,6,58,2.33327585458756,2.29999995231628,0.519427447578361,male
"[20,80]",spring,7,16,2.21624997258186,2.18499994277954,0.383907513705538,male
"[20,80]",spring,12,1,1.72000002861023,1.72000002861023,,male
"[20,80]",spring,18,17,1.76705881427316,1.74000000953674,0.191009295505198,male
"[20,80]",spring,19,576,1.89226617250178,1.87999999523163,0.269066736934817,male
"[20,80]",spring,20,1249,1.89952617363514,1.87999999523163,0.271257583970525,male
"[20,80]",spring,21,947,1.88211125783709,1.85000002384186,0.314052877401084,male
"[20,80]",spring,22,548,1.96261417039119,1.94000005722046,0.368558873046566,male
"[20,80]",spring,23,901,2.03637094516204,2.00999999046326,0.36102172099157,male
"[20,80]",summer,0,1212,2.04156499156858,2.01999998092651,0.331554180437379,male
"[20,80]",summer,1,1286,2.10028215821016,2.07999992370605,0.347687034674715,male
"[20,80]",summer,2,855,2.07765491064529,2.05999994277954,0.344547360073227,male
"[20,80]",summer,3,505,2.13290912727318,2.10999989509583,0.352634160026439,male
"[20,80]",summer,4,135,2.14639685330568,2.14000010490417,0.331041084636221,male
"[20,80]",summer,5,85,2.08502370750203,2.00999999046326,0.436802868509375,male
"[20,80]",summer,6,58,2.13043733300834,2.08500003814697,0.330164037649373,male
"[20,80]",summer,7,5,2.01200001239777,2,0.266964432438659,male
"[20,80]",summer,17,1,2.25,2.25,,male
"[20,80]",summer,18,33,1.75242425817432,1.75,0.164450408619868,male
"[20,80]",summer,19,575,1.85596438739611,1.8400000333786,0.271801980952973,male
"[20,80]",summer,20,1383,1.87092801900506,1.85000002384186,0.271189805169257,male
"[20,80]",summer,21,1031,1.86886414362318,1.87000000476837,0.288005704965472,male
"[20,80]",summer,22,539,1.94625302590775,1.89999997615814,0.355633565220538,male
"[20,80]",summer,23,805,2.04178630802202,2.00999999046326,0.349905332901202,male
"[20,80]",winter,0,1396,2.19726239362555,2.17000007629395,0.408066975521081,male
"[20,80]",winter,1,1385,2.20730592033923,2.20000004768372,0.378503747428978,male
"[20,80]",winter,2,922,2.24839805302548,2.23000001907349,0.401226342187253,male
"[20,80]",winter,3,488,2.19783218522541,2.20000004768372,0.363346667270838,male
"[20,80]",winter,4,168,2.31190504062743,2.28999996185303,0.367211712882146,male
"[20,80]",winter,5,108,2.41194444894791,2.29499995708466,0.714836698182417,male
"[20,80]",winter,6,68,2.45573529075174,2.37999999523163,0.590548254296353,male
"[20,80]",winter,7,19,2.61052629822179,2.38000011444092,0.470855915807883,male
"[20,80]",winter,8,3,2.93333331743876,2.79999995231628,0.321454990754438,male
"[20,80]",winter,9,1,2.32999992370605,2.32999992370605,,male
"[20,80]",winter,18,19,1.89999999498066,1.89999997615814,0.22681365889509,male
"[20,80]",winter,19,583,1.94559176667477,1.9099999666214,0.277383982558047,male
"[20,80]",winter,20,1550,1.95104770191254,1.92999994754791,0.285652062764278,male
"[20,80]",winter,21,1124,1.96965836990771,1.94000005722046,0.337939247372984,male
"[20,80]",winter,22,577,2.02756631973505,2,0.365519920089502,male
"[20,80]",winter,23,995,2.11237150376766,2.0699999332428,0.379316841453519,male
"[20,80]",fall,0,2727,2.14111499153392,2.09999990463257,0.42350862173656,female
"[20,80]",fall,1,2669,2.18793144535152,2.14000010490417,0.423465346406043,female
"[20,80]",fall,2,1982,2.20369205080296,2.15000009536743,0.411929806399069,female
"[20,80]",fall,3,1107,2.26081843352469,2.20000004768372,0.449050757162873,female
"[20,80]",fall,4,375,2.30405285294851,2.27999997138977,0.450668133059627,female
"[20,80]",fall,5,249,2.39217313178572,2.29999995231628,0.512493919337773,female
"[20,80]",fall,6,141,2.29843970731641,2.20000004768372,0.455098554383299,female
"[20,80]",fall,7,20,2.36599999070168,2.33499991893768,0.317927522354722,female
"[20,80]",fall,8,2,2.25999999046326,2.25999999046326,0.424264001276971,female
"[20,80]",fall,14,1,1.60000002384186,1.60000002384186,,female
"[20,80]",fall,17,1,1.5,1.5,,female
"[20,80]",fall,18,26,1.82499999724902,1.76999998092651,0.352241393826835,female
"[20,80]",fall,19,1044,1.93445824845997,1.87000000476837,0.363093954546076,female
"[20,80]",fall,20,2926,1.98143744994253,1.9099999666214,0.37576570463537,female
"[20,80]",fall,21,2398,1.98078388815825,1.91999995708466,0.385651185730377,female
"[20,80]",fall,22,1328,2.07434044114078,2.00999999046326,0.438541706115522,female
"[20,80]",fall,23,1971,2.13378592253578,2.07999992370605,0.429056651214807,female
"[20,80]",spring,0,3221,2.09458852114051,2.02999997138977,0.423711735080285,female
"[20,80]",spring,1,3539,2.11544542559866,2.04999995231628,0.411592499273323,female
