age_group,season,hour,n,mean,median,std,type
"[20,80]",fall,0,63991,140.300159237891,140,2.11465160388007,male
"[20,80]",fall,1,52082,140.339002350335,140,2.16200869763452,male
"[20,80]",fall,2,51625,140.372026134574,140,2.15563470128822,male
"[20,80]",fall,3,41224,140.338962738893,140,2.14332603613388,male
"[20,80]",fall,4,17932,140.140050742128,140,2.17704680318883,male
"[20,80]",fall,5,11283,139.775615533573,140,2.17863223570117,male
"[20,80]",fall,6,7421,139.320172491717,139,2.33836424253026,male
"[20,80]",fall,7,5927,139.047592384489,139,2.34826679671172,male
"[20,80]",fall,8,6078,138.899399463971,139,2.2243547047022,male
"[20,80]",fall,9,6270,138.963636390406,139,2.20104997788057,male
"[20,80]",fall,10,5681,138.902165111239,139,2.18125671624624,male
"[20,80]",fall,11,4533,138.855592318252,139,2.16120568043695,male
"[20,80]",fall,12,4132,138.770643756789,139,2.14783385658024,male
"[20,80]",fall,13,3299,138.772294654164,139,2.16769572925924,male
"[20,80]",fall,14,2724,138.705139496253,139,2.17847008893685,male
"[20,80]",fall,15,2134,138.656419870221,139,2.17592494334032,male
"[20,80]",fall,16,1824,138.63574560065,139,2.17605396466981,male
"[20,80]",fall,17,1731,138.5760831607,139,2.19526155517026,male
"[20,80]",fall,18,5896,139.836102461071,140,2.14658847245719,male
"[20,80]",fall,19,148508,140.417265762747,140.300003051758,1.69784895179427,male
"[20,80]",fall,20,252990,140.316626055755,140.100006103516,1.69959992370904,male
"[20,80]",fall,21,165211,140.221015632548,140,1.74597975881422,male
"[20,80]",fall,22,61443,139.99984423931,140,1.91258780704124,male
"[20,80]",fall,23,59124,140.07124991314,140,1.97829566876572,male
"[20,80]",spring,0,70342,140.475984479057,140.199996948242,2.13277826628363,male
"[20,80]",spring,1,57226,140.485759965885,140.199996948242,2.19166141128007,male
"[20,80]",spring,2,58624,140.477510919738,140.199996948242,2.18084892710397,male
"[20,80]",spring,3,47138,140.386420722912,140,2.17458378994371,male
"[20,80]",spring,4,21241,140.168363054034,140,2.19261793056206,male
"[20,80]",spring,5,12168,139.853583158434,140,2.31573076573398,male
"[20,80]",spring,6,7988,139.374687059199,139.399993896484,2.34935614864091,male
"[20,80]",spring,7,6267,139.09192594775,139,2.35470448564006,male
"[20,80]",spring,8,6145,139.014450768517,139,2.33387631253155,male
"[20,80]",spring,9,6170,138.890453809741,139,2.349244751641,male
"[20,80]",spring,10,6074,138.782614418108,139,2.26945018176758,male
"[20,80]",spring,11,5069,138.743302397014,139,2.21465418433088,male
"[20,80]",spring,12,4568,138.762324859298,139,2.16021140706701,male
"[20,80]",spring,13,3740,138.710855588046,139,2.17355541858351,male
"[20,80]",spring,14,2899,138.741393563993,139,2.15804245511777,male
"[20,80]",spring,15,2263,138.645338050886,139,2.20150140051461,male
"[20,80]",spring,16,1804,138.57566518847,139,2.23711963755049,male
"[20,80]",spring,17,1716,138.630011649676,139,2.20972727398104,male
"[20,80]",spring,18,5668,139.692607631966,140,2.13699749374379,male
"[20,80]",spring,19,147178,140.436462001533,140.300003051758,1.7055741534024,male
"[20,80]",spring,20,244965,140.333695033689,140.100006103516,1.70955148268531,male
"[20,80]",spring,21,162949,140.235635705651,140,1.76081807669943,male
"[20,80]",spring,22,62262,140.082411423531,140,1.95639947033597,male
"[20,80]",spring,23,66441,140.331686755869,140,2.10416568622275,male
"[20,80]",summer,0,69141,140.421732687477,140,2.11660787510583,male
