age_group,month,year,n,mean,median,std,type
"[20,80]",1,2002,32,4.81471349298954,4.76190996170044,0.959380905233447,male
"[20,80]",1,2003,19,4.82658796561392,4.76190996170044,0.450227795345691,male
"[20,80]",1,2004,9,5.30807892481486,5.22274017333984,0.298564152765265,male
"[20,80]",1,2005,17,5.6610070957857,5.37634992599487,1.70615536930556,male
"[20,80]",1,2006,35,5.25058743613107,5.22274017333984,0.684780124600106,male
"[20,80]",1,2007,26,5.16633270337032,5.16499996185303,0.470562937854917,male
"[20,80]",1,2008,858,5.12514316618859,5.09999990463257,0.41766904784409,male
"[20,80]",1,2009,1109,5.19654088411598,5.19999980926514,0.439636699176787,male
"[20,80]",1,2010,1167,5.21872743583686,5.19999980926514,0.448735386193325,male
"[20,80]",1,2011,1210,5.07907275798892,5.09999990463257,0.469830178999295,male
"[20,80]",1,2012,1335,5.16556340799796,5.15999984741211,0.452137292130631,male
"[20,80]",1,2013,1284,5.18720859716243,5.19999980926514,0.472326400969393,male
"[20,80]",1,2014,1387,5.2131427047746,5.19999980926514,0.445898662297432,male
"[20,80]",1,2015,1332,5.29772286944919,5.30000019073486,0.461286362670765,male
"[20,80]",1,2016,1501,5.25268412112872,5.22274017333984,0.45235093398961,male
"[20,80]",1,2017,1355,5.21932155672475,5.19999980926514,0.44652950514739,male
"[20,80]",1,2018,1353,5.2348460506177,5.21999979019165,0.462953949255319,male
"[20,80]",1,2019,330,5.27218425490639,5.30000019073486,0.467055442683042,male
"[20,80]",2,2002,32,5.16033600270748,5.22274017333984,0.63378203423144,male
"[20,80]",2,2003,19,4.94785898610165,5.06912994384766,0.626229397612928,male
"[20,80]",2,2004,12,5.65796840190888,5.83718013763428,0.774539359535295,male
"[20,80]",2,2005,14,5.11977572100503,4.91552019119263,1.32065449378253,male
"[20,80]",2,2006,25,5.09021120071411,5.06912994384766,0.485691236549586,male
"[20,80]",2,2007,50,5.65021100997925,5.33000016212463,1.42036976463139,male
"[20,80]",2,2008,863,5.13780705262999,5.09999990463257,0.474680182839359,male
"[20,80]",2,2009,1095,5.1599742771828,5.17000007629395,0.424421916455031,male
"[20,80]",2,2010,1062,5.20135267395982,5.19999980926514,0.448950743359821,male
"[20,80]",2,2011,1100,5.11508413054726,5.09999990463257,0.479651175483127,male
"[20,80]",2,2012,1329,5.16107196248143,5.17000007629395,0.46695716120074,male
"[20,80]",2,2013,1205,5.1569761810461,5.09999990463257,0.460732637340543,male
"[20,80]",2,2014,1323,5.14486422434235,5.19999980926514,0.45376779376295,male
"[20,80]",2,2015,1198,5.28190907094634,5.30000019073486,0.426810277520545,male
"[20,80]",2,2016,1380,5.18957814617433,5.19999980926514,0.449505815774976,male
"[20,80]",2,2017,1302,5.19485114759747,5.19999980926514,0.437445106688952,male
"[20,80]",2,2018,1414,5.17608902309369,5.19999980926514,0.469859391551022,male
"[20,80]",3,2002,34,4.7664279867621,4.76190996170044,0.822869111657739,male
"[20,80]",3,2003,20,5.75269454717636,4.91552019119263,2.5802605338652,male
"[20,80]",3,2004,13,6.95971459608812,5.68356990814209,4.08796243431313,male
"[20,80]",3,2005,26,5.38032962725713,5.26137018203735,0.711703544326437,male
"[20,80]",3,2006,35,5.18521915163313,5.06912994384766,0.656052289475431,male
"[20,80]",3,2007,112,5.16461107560567,5.15000009536743,0.464375879540955,male
"[20,80]",3,2008,984,5.0548224846522,5.03999996185303,0.431344378614616,male
"[20,80]",3,2009,1140,5.1714173174741,5.19999980926514,0.435119993214941,male
"[20,80]",3,2010,1031,5.13942059906332,5.15000009536743,0.442037586016742,male
"[20,80]",3,2011,1157,5.19226893826405,5.19999980926514,0.484653467155898,male
"[20,80]",3,2012,1431,5.17587202799895,5.15000009536743,0.471553849211695,male
"[20,80]",3,2013,1231,5.15796111174273,5.15000009536743,0.474792032386814,male
"[20,80]",3,2014,1302,5.11766610094296,5.09999990463257,0.439794628312662,male
"[20,80]",3,2015,1143,5.31098218977921,5.30000019073486,0.449434867845975,male
"[20,80]",3,2016,1447,5.16734518671991,5.19999980926514,0.453457321586152,male
"[20,80]",3,2017,1500,5.17893185710907,5.19999980926514,0.432739322954649,male
"[20,80]",3,2018,1423,5.12154822440023,5.09999990463257,0.44269784584642,male
"[20,80]",4,2002,27,4.85862746945134,4.91552019119263,0.782272781266667,male
"[20,80]",4,2003,17,5.12334534701179,4.91552019119263,0.577165882974741,male
"[20,80]",4,2004,6,6.75884000460307,5.60676503181458,2.43654701123662,male
"[20,80]",4,2005,18,5.02885784043206,4.83871507644653,0.702880636213761,male
"[20,80]",4,2006,26,5.01278387583219,4.95776009559631,0.563769518940886,male
"[20,80]",4,2007,162,5.12695819654582,5.17499995231628,0.439160288894128,male
"[20,80]",4,2008,930,5.01816501668704,5,0.433838923536509,male
"[20,80]",4,2009,1039,5.1435052969917,5.11999988555908,0.417177948195434,male
"[20,80]",4,2010,1057,5.1492693065582,5.19999980926514,0.445003029286933,male
"[20,80]",4,2011,1017,5.23329230114422,5.19999980926514,0.474128914403346,male
"[20,80]",4,2012,1266,5.096191420186,5.09999990463257,0.453949651782785,male
"[20,80]",4,2013,1046,5.14588798756353,5.09999990463257,0.450247201949211,male
"[20,80]",4,2014,1143,5.08099359727594,5.09000015258789,0.444950410993907,male
"[20,80]",4,2015,1175,5.25823575567692,5.22274017333984,0.421100344396608,male
"[20,80]",4,2016,1274,5.14769736002528,5.19999980926514,0.440545303133756,male
"[20,80]",4,2017,1191,5.11534095631238,5.09999990463257,0.441541377496853,male
