age_group,season,hour,n,mean,median,std,type
"[20,80]",fall,0,111,0.530349981207568,0.5,0.242790395316153,male
"[20,80]",fall,1,110,0.525404705445875,0.53374770283699,0.284696773761386,male
"[20,80]",fall,2,79,0.483954654652861,0.47577092051506,0.261307898068887,male
"[20,80]",fall,3,40,0.476322414074093,0.48052142560482,0.289222455195114,male
"[20,80]",fall,4,6,0.305751127501329,0.260126017034054,0.14802080049541,male
"[20,80]",fall,5,1,0.811881184577942,0.811881184577942,,male
"[20,80]",fall,6,1,0.826086938381195,0.826086938381195,,male
"[20,80]",fall,12,1,0.0689655169844627,0.0689655169844627,,male
"[20,80]",fall,18,1,0.666666686534882,0.666666686534882,,male
"[20,80]",fall,19,163,0.529936513377845,0.523809552192688,0.252441422734866,male
"[20,80]",fall,20,419,0.493694518757251,0.513409972190857,0.246243919837483,male
"[20,80]",fall,21,331,0.529132143473337,0.503401339054108,0.262694678032679,male
"[20,80]",fall,22,90,0.517366056144238,0.548080444335938,0.257596971112525,male
"[20,80]",fall,23,89,0.535626496408093,0.578571438789368,0.283952922722915,male
"[20,80]",spring,0,95,0.557700695724864,0.601593613624573,0.273668130279308,male
"[20,80]",spring,1,131,0.547800035621146,0.554216861724854,0.289737331989745,male
"[20,80]",spring,2,84,0.474931015633047,0.5,0.25922705115301,male
"[20,80]",spring,3,64,0.553834452643059,0.640008836984634,0.323732134888881,male
"[20,80]",spring,4,10,0.645029731094837,0.812350600957871,0.302748549165657,male
"[20,80]",spring,6,1,0.712871313095093,0.712871313095093,,male
"[20,80]",spring,18,1,0.782608687877655,0.782608687877655,,male
"[20,80]",spring,19,140,0.540052443689534,0.546163737773895,0.26626362242262,male
"[20,80]",spring,20,409,0.514639219929507,0.513409972190857,0.244406574192606,male
"[20,80]",spring,21,315,0.5224311009759,0.530612230300903,0.254254021325584,male
"[20,80]",spring,22,88,0.4372275383635,0.442063495516777,0.289878587186497,male
"[20,80]",spring,23,85,0.550811017962063,0.60869562625885,0.258129230109101,male
"[20,80]",summer,0,86,0.461121366034414,0.413656383752823,0.266484767906813,male
"[20,80]",summer,1,127,0.508376740388514,0.53960394859314,0.273787031762427,male
"[20,80]",summer,2,97,0.455916659580064,0.421686738729477,0.279106554054625,male
"[20,80]",summer,3,48,0.61085292052788,0.689155668020248,0.320368087510172,male
"[20,80]",summer,4,15,0.557890190680822,0.428571432828903,0.297368333968675,male
"[20,80]",summer,6,1,0.916666686534882,0.916666686534882,,male
"[20,80]",summer,18,4,0.482924923300743,0.490754827857018,0.0760371666237431,male
"[20,80]",summer,19,131,0.536882905332187,0.5686274766922,0.245680736254527,male
"[20,80]",summer,20,360,0.512998833652172,0.507468312978745,0.235057099025075,male
"[20,80]",summer,21,315,0.489041682380059,0.484375,0.266694751799695,male
"[20,80]",summer,22,66,0.464864497496323,0.438536062836647,0.281606753742457,male
"[20,80]",summer,23,74,0.532766238660426,0.573757767677307,0.252949489519369,male
"[20,80]",winter,0,122,0.544167694650957,0.607867389917374,0.280972856876247,male
"[20,80]",winter,1,121,0.530552743233679,0.560606062412262,0.282482473300957,male
"[20,80]",winter,2,98,0.496382441523732,0.517072558403015,0.287483024180622,male
"[20,80]",winter,3,39,0.406246820990092,0.25,0.322417771588844,male
"[20,80]",winter,4,17,0.448842411312987,0.439999997615814,0.300403449750404,male
"[20,80]",winter,6,1,0.123348020017147,0.123348020017147,,male
"[20,80]",winter,18,1,0.6875,0.6875,,male
"[20,80]",winter,19,174,0.563198449111533,0.558948814868927,0.236433622626197,male
"[20,80]",winter,20,406,0.517032666856726,0.513409972190857,0.238704092831384,male
"[20,80]",winter,21,331,0.52107034783439,0.528985500335693,0.276604680307485,male
"[20,80]",winter,22,73,0.515986991204219,0.54347825050354,0.265482237351014,male
"[20,80]",winter,23,82,0.48895944275598,0.464316487312317,0.272606155865717,male
"[20,80]",fall,0,5782,0.505673099586895,0.510383784770966,0.284660015723698,female
"[20,80]",fall,1,4998,0.530775999278426,0.54537495970726,0.283015092076665,female
"[20,80]",fall,2,3441,0.526830168045241,0.541976928710938,0.285896406506563,female
"[20,80]",fall,3,2015,0.538705077369885,0.557380616664887,0.288797041404961,female
"[20,80]",fall,4,396,0.505992610647221,0.485048830509186,0.290474934421881,female
"[20,80]",fall,5,55,0.489909023249691,0.430858701467514,0.299431602224434,female
"[20,80]",fall,6,31,0.507567156947428,0.472416281700134,0.279715869719515,female
"[20,80]",fall,7,10,0.365764833241701,0.341746717691422,0.277582165505894,female
"[20,80]",fall,8,1,0.199933126568794,0.199933126568794,,female
"[20,80]",fall,11,1,0.898353576660156,0.898353576660156,,female
"[20,80]",fall,18,143,0.567040157276434,0.576969385147095,0.197026754566092,female
"[20,80]",fall,19,7336,0.540400130942366,0.538713276386261,0.238048574414669,female
"[20,80]",fall,20,18963,0.516024433962373,0.516156077384949,0.253743516187679,female
"[20,80]",fall,21,23201,0.486013469723765,0.487736225128174,0.25027306243822,female
"[20,80]",fall,22,9237,0.485985469205743,0.491059869527817,0.251128503554237,female
"[20,80]",fall,23,5861,0.515993829878869,0.529153108596802,0.271777498957485,female
"[20,80]",spring,0,6228,0.512226616075489,0.521885812282562,0.284986255427473,female
"[20,80]",spring,1,5242,0.522791219174504,0.528052240610123,0.282779054256682,female
"[20,80]",spring,2,3877,0.526116862915205,0.529365301132202,0.287280804133574,female
"[20,80]",spring,3,2406,0.538399381776737,0.544609367847443,0.281019109738138,female
"[20,80]",spring,4,790,0.552484714664236,0.557581186294556,0.249166117158937,female
"[20,80]",spring,5,140,0.506434525336538,0.495717689394951,0.244576649603734,female
"[20,80]",spring,6,29,0.546959955630631,0.623864948749542,0.292562454550827,female
"[20,80]",spring,7,19,0.50579756576764,0.446030735969543,0.212689845776257,female
"[20,80]",spring,8,2,0.287126138806343,0.287126138806343,0.0160081106342865,female
"[20,80]",spring,11,1,0.232992172241211,0.232992172241211,,female
"[20,80]",spring,12,1,0.538071036338806,0.538071036338806,,female
"[20,80]",spring,18,112,0.561015871020832,0.558186113834381,0.233526493714161,female
"[20,80]",spring,19,7021,0.537591249352379,0.534220695495606,0.240948605502205,female
"[20,80]",spring,20,18118,0.512768136700512,0.51036536693573,0.254102005396637,female
"[20,80]",spring,21,23241,0.485367063467074,0.487736225128174,0.252646872294152,female
"[20,80]",spring,22,9779,0.477921613273884,0.471745193004608,0.253720763769655,female
"[20,80]",spring,23,6175,0.517000504619317,0.528647303581238,0.27062480049982,female
"[20,80]",summer,0,6030,0.526175011561606,0.538730502128601,0.284311516423048,female
"[20,80]",summer,1,5501,0.535062796153349,0.545454561710358,0.280936529938742,female
"[20,80]",summer,2,3887,0.525317496939984,0.538713276386261,0.285889989050381,female
"[20,80]",summer,3,2454,0.53994229809057,0.554097592830658,0.273659444981037,female
"[20,80]",summer,4,726,0.53058320223341,0.523998260498047,0.261775923850236,female
"[20,80]",summer,5,102,0.483749656554531,0.440338298678398,0.24094726818451,female
"[20,80]",summer,6,27,0.571129934931243,0.561318874359131,0.220164081656336,female
"[20,80]",summer,7,15,0.49823024397095,0.4547338783741,0.266821403970117,female
"[20,80]",summer,8,1,0.445377558469772,0.445377558469772,,female
"[20,80]",summer,9,1,0.569230794906616,0.569230794906616,,female
"[20,80]",summer,11,1,0.911175787448883,0.911175787448883,,female
"[20,80]",summer,18,161,0.494957204746163,0.483037024736404,0.21538481709422,female
"[20,80]",summer,19,7068,0.544252711580671,0.54537495970726,0.241668731923347,female
"[20,80]",summer,20,18213,0.514288239636144,0.513852059841156,0.254211781864609,female
"[20,80]",summer,21,23507,0.489248907715799,0.48730805516243,0.24963133456338,female
