age_group,season,hour,n,mean,median,std,type
"[20,80]",fall,0,28,0.421596694205488,0.358288779854775,0.285884558305628,male
"[20,80]",fall,1,15,0.608838027715683,0.714285731315613,0.275239486068536,male
"[20,80]",fall,2,9,0.504743542108271,0.455882340669632,0.348670647800578,male
"[20,80]",fall,3,13,0.332681293957509,0.367647051811218,0.231983600722926,male
"[20,80]",fall,19,120,0.484560771038135,0.465434864163399,0.260472108623837,male
"[20,80]",fall,20,248,0.472943070239478,0.458041965961456,0.250825001790391,male
"[20,80]",fall,21,163,0.550440025018768,0.573170721530914,0.271560269952824,male
"[20,80]",fall,22,44,0.472924160686406,0.50186026096344,0.254449644770954,male
"[20,80]",fall,23,19,0.6338271059488,0.671232879161835,0.242073486315055,male
"[20,80]",spring,0,18,0.531350088616212,0.512499988079071,0.184939484569351,male
"[20,80]",spring,1,6,0.284704485287269,0.297047048807144,0.201105239070373,male
"[20,80]",spring,2,2,0.556488811969757,0.556488811969757,0.176310888326894,male
"[20,80]",spring,3,11,0.358248745345257,0.209302321076393,0.283045868761288,male
"[20,80]",spring,4,2,0,0,0,male
"[20,80]",spring,19,114,0.533074311519924,0.552177846431732,0.251303528732835,male
"[20,80]",spring,20,226,0.496957123081769,0.493243247270584,0.24820821593673,male
"[20,80]",spring,21,129,0.497958794755991,0.5,0.253460840575993,male
"[20,80]",spring,22,44,0.433921447193081,0.40987654030323,0.23543845167524,male
"[20,80]",spring,23,23,0.511340877284174,0.506172835826874,0.177122517850981,male
"[20,80]",summer,0,28,0.563312183666442,0.615124434232712,0.282525920785138,male
"[20,80]",summer,1,8,0.598469380289316,0.62031427025795,0.193706361321402,male
"[20,80]",summer,2,6,0.506877531607946,0.470118910074234,0.122784441273175,male
"[20,80]",summer,3,10,0.591602014750242,0.627906978130341,0.268479521618439,male
"[20,80]",summer,4,1,0.777777791023254,0.777777791023254,,male
"[20,80]",summer,18,5,0.644723910093308,0.6875,0.193494035265007,male
"[20,80]",summer,19,129,0.495256492045037,0.448275864124298,0.254243911659389,male
"[20,80]",summer,20,230,0.495160603361285,0.490294888615608,0.26971416617302,male
