age_group,month,n,mean,median,std,type
"[20,80]",1,949097,0.672474301428961,0.727709114551544,0.258830029102448,male
"[20,80]",2,885011,0.669389152167673,0.7216477394104,0.261338770490666,male
"[20,80]",3,929863,0.66507022478243,0.718407154083252,0.26409116819829,male
"[20,80]",4,863846,0.658072489308932,0.712456226348877,0.267982631290298,male
"[20,80]",5,937295,0.645794295829368,0.694797992706299,0.272391416763249,male
"[20,80]",6,945791,0.636206368065949,0.681501984596252,0.274420208722783,male
"[20,80]",7,950676,0.632027387212295,0.675437808036804,0.276020714591002,male
"[20,80]",8,897768,0.631624966702435,0.675596177577972,0.277138242906141,male
"[20,80]",9,813030,0.636691358750998,0.682858407497406,0.276293373878493,male
"[20,80]",10,876898,0.63847317351334,0.685791611671448,0.274585942616007,male
"[20,80]",11,928409,0.647058904462606,0.692111492156982,0.269023056345056,male
"[20,80]",12,950151,0.664986438335255,0.716388940811157,0.261477349841006,male
"[20,80]",1,1237752,0.633180793295477,0.670809030532837,0.268518130410188,female
"[20,80]",2,1174980,0.627841908824405,0.663381934165955,0.270951273135351,female
"[20,80]",3,1233422,0.623920038082266,0.659576714038849,0.273025379679799,female
"[20,80]",4,1164615,0.617468021487456,0.65045839548111,0.275030566341614,female
"[20,80]",5,1301946,0.606499700795855,0.633106589317322,0.277002376746083,female
"[20,80]",6,1318054,0.601815085335395,0.626129686832428,0.277083803875445,female
"[20,80]",7,1313216,0.598406752327836,0.622555136680603,0.278511950836127,female
"[20,80]",8,1236926,0.600007249909786,0.624652922153473,0.278996647024909,female
"[20,80]",9,1116532,0.605898974058582,0.632945775985718,0.279058359280001,female
"[20,80]",10,1206883,0.604757273518385,0.631312310695648,0.278369611356638,female
"[20,80]",11,1259551,0.610045211477841,0.636822700500488,0.274438463261042,female
"[20,80]",12,1244999,0.627120823072753,0.661071598529816,0.269480593215203,female
"[20,80]",1,2186800,0.650317405189979,0.695595800876617,0.264947438555919,both
"[20,80]",2,2059881,0.64577233607825,0.689641356468201,0.267505547147479,both
"[20,80]",3,2162897,0.641763935395285,0.68610155582428,0.269797117454042,both
"[20,80]",4,2028042,0.63489122201476,0.674891531467438,0.272648185271049,both
"[20,80]",5,2239273,0.622939544038515,0.660779535770416,0.275722426790936,both
"[20,80]",6,2263766,0.616234702737053,0.649655759334564,0.276450833186563,both
"[20,80]",7,2263561,0.612596167224643,0.645046710968018,0.277892409396454,both
"[20,80]",8,2134389,0.613391034171785,0.64600795507431,0.278585060621027,both
"[20,80]",9,1929419,0.618917563270549,0.654267549514771,0.278265829233504,both
"[20,80]",10,2083440,0.619059711400458,0.65354198217392,0.277181393953661,both
"[20,80]",11,2187634,0.625841500825528,0.661668598651886,0.272663220685642,both
"[20,80]",12,2194925,0.643591075638534,0.686277210712433,0.266580095527147,both
