age_group,month,n,mean,median,std,type
"[20,80]",1,674384,0.504731194258534,0.300000011920929,0.524248097868892,male
"[20,80]",2,615122,0.493146614374056,0.300000011920929,0.505104585313547,male
"[20,80]",3,646789,0.494496368773501,0.300000011920929,0.505710175919921,male
"[20,80]",4,608909,0.507158625607274,0.300000011920929,0.524106485438242,male
"[20,80]",5,665206,0.51269662583359,0.300000011920929,0.526852344612171,male
"[20,80]",6,681661,0.517328469303115,0.300000011920929,0.528567601921906,male
"[20,80]",7,698955,0.53446418159893,0.300000011920929,0.550953463013084,male
"[20,80]",8,668249,0.546402227280774,0.300000011920929,0.567343924331827,male
"[20,80]",9,597773,0.544440651792729,0.300000011920929,0.56808570205242,male
"[20,80]",10,640524,0.524874683627686,0.300000011920929,0.54899383980096,male
"[20,80]",11,674382,0.509064138215385,0.300000011920929,0.52929324999363,male
"[20,80]",12,684974,0.506971201397211,0.300000011920929,0.525347252132579,male
"[20,80]",1,1010304,0.374717068904741,0.200000002980232,0.400857184238144,female
"[20,80]",2,936063,0.374444800523908,0.200000002980232,0.400295536844659,female
"[20,80]",3,985678,0.37643108957485,0.200000002980232,0.401365753118658,female
"[20,80]",4,936132,0.378478092127448,0.200000002980232,0.403297994022402,female
"[20,80]",5,1048041,0.379508973186305,0.200000002980232,0.403243708191854,female
"[20,80]",6,1081863,0.396777155189265,0.200000002980232,0.423658677815987,female
"[20,80]",7,1102363,0.40245819530312,0.300000011920929,0.427280702293113,female
"[20,80]",8,1056128,0.416097549903943,0.300000011920929,0.445194319987764,female
"[20,80]",9,948499,0.411991254420745,0.300000011920929,0.444452975531514,female
"[20,80]",10,1013130,0.392606874925027,0.200000002980232,0.424602405472611,female
"[20,80]",11,1053927,0.387845945039606,0.200000002980232,0.421825598164917,female
"[20,80]",12,1037772,0.387046473863758,0.200000002980232,0.419002857582416,female
"[20,80]",1,1679729,0.419481830234041,0.300000011920929,0.441910894383206,both
"[20,80]",2,1550780,0.419135251159794,0.300000011920929,0.441034170790075,both
"[20,80]",3,1632302,0.421067673196672,0.300000011920929,0.442194958265724,both
"[20,80]",4,1553160,0.434701456897803,0.300000011920929,0.462520322536751,both
"[20,80]",5,1722684,0.437119167144506,0.300000011920929,0.463876290334739,both
"[20,80]",6,1765467,0.443237282501667,0.300000011920929,0.466819921662797,both
"[20,80]",7,1799198,0.449064225014925,0.300000011920929,0.470959513926921,both
"[20,80]",8,1722966,0.462638893740118,0.300000011920929,0.488899789664185,both
"[20,80]",9,1544807,0.459042303484822,0.300000011920929,0.488546702599311,both
"[20,80]",10,1652070,0.439644503537009,0.300000011920929,0.469248223421792,both
"[20,80]",11,1729921,0.434770723768325,0.300000011920929,0.466231663594659,both
"[20,80]",12,1724074,0.434129326953762,0.300000011920929,0.463377510083922,both
