age_group,month,n,mean,median,std,type
"[20,80]",1,1198156,0.211440925225178,0.200000002980232,0.145009012626293,male
"[20,80]",2,1112290,0.210612621661731,0.200000002980232,0.144744285575797,male
"[20,80]",3,1173151,0.210398689576134,0.200000002980232,0.144980627000238,male
"[20,80]",4,1093596,0.212272386579489,0.200000002980232,0.14606813281369,male
"[20,80]",5,1183509,0.212852190519324,0.200000002980232,0.145313730663321,male
"[20,80]",6,1196839,0.2112585178076,0.200000002980232,0.143270715429855,male
"[20,80]",7,1210793,0.211136662695576,0.200000002980232,0.1431618338145,male
"[20,80]",8,1151344,0.210888260212755,0.200000002980232,0.143445220294674,male
"[20,80]",9,1041717,0.210920070164322,0.200000002980232,0.144703879387807,male
"[20,80]",10,1119091,0.210790009916289,0.200000002980232,0.144120205992555,male
"[20,80]",11,1179855,0.212141104795771,0.200000002980232,0.144625293158478,male
"[20,80]",12,1204032,0.212410819025743,0.200000002980232,0.145310837308017,male
"[20,80]",1,1843066,0.171795097947964,0.129999995231628,0.121788607326323,female
"[20,80]",2,1732341,0.170566120471926,0.129999995231628,0.120943662231508,female
"[20,80]",3,1828114,0.170678723466739,0.129999995231628,0.121599880758262,female
"[20,80]",4,1729387,0.17230112386051,0.129999995231628,0.122506610886482,female
"[20,80]",5,1919703,0.173588583310879,0.129999995231628,0.122161857410683,female
"[20,80]",6,1943248,0.172899024833859,0.129999995231628,0.120925743659831,female
"[20,80]",7,1962095,0.172616751122254,0.129999995231628,0.120710650937939,female
"[20,80]",8,1867161,0.172938848907014,0.129999995231628,0.121298025384204,female
"[20,80]",9,1693535,0.172143311849358,0.129999995231628,0.121502491006383,female
"[20,80]",10,1815806,0.172358051446052,0.129999995231628,0.121751734019733,female
"[20,80]",11,1877930,0.173115283390933,0.129999995231628,0.122357201597417,female
"[20,80]",12,1861315,0.17314299519547,0.129999995231628,0.122632895854522,female
"[20,80]",1,3046891,0.188512771623802,0.170000001788139,0.135145849340384,both
"[20,80]",2,2849708,0.187273842337597,0.159999996423721,0.13441978375884,both
"[20,80]",3,3007029,0.187336842109616,0.159999996423721,0.13503352598857,both
"[20,80]",4,2828486,0.188928687153897,0.170000001788139,0.135925605143915,both
"[20,80]",5,3109202,0.189692074478704,0.170000001788139,0.135192560938766,both
"[20,80]",6,3138196,0.187109367088086,0.170000001788139,0.130217145771633,both
"[20,80]",7,3170808,0.186874127187248,0.170000001788139,0.130000686286218,both
"[20,80]",8,3016454,0.186958606720892,0.170000001788139,0.130388029789695,both
"[20,80]",9,2733477,0.186468470860897,0.159999996423721,0.131090011417659,both
"[20,80]",10,2940466,0.188129642375572,0.170000001788139,0.13441109146388,both
"[20,80]",11,3064040,0.189380457626604,0.170000001788139,0.135292936058886,both
"[20,80]",12,3071312,0.189709843026566,0.170000001788139,0.135763801831507,both
