age_group,month,n,mean,median,std,type
"[20,80]",1,1022518,0.553089717994095,0.578030169010162,0.276409744444365,male
"[20,80]",2,947575,0.552912182984269,0.577424466609955,0.276433981815204,male
"[20,80]",3,1001680,0.555415812837248,0.581239402294159,0.277261791893846,male
"[20,80]",4,939192,0.554313011698703,0.580492615699768,0.277585559801733,male
"[20,80]",5,1024589,0.550087653175659,0.575682997703552,0.276427111142735,male
"[20,80]",6,1041208,0.546110175316418,0.571044862270355,0.27573484000739,male
"[20,80]",7,1056335,0.544174545188788,0.566317558288574,0.276367137328448,male
"[20,80]",8,1002574,0.544122978816033,0.566911160945892,0.277340775229626,male
"[20,80]",9,903648,0.548900199804317,0.574464797973633,0.278247745509267,male
"[20,80]",10,969291,0.547945006234919,0.573629915714264,0.277106356562901,male
"[20,80]",11,1019249,0.546248173818707,0.571239411830902,0.275596648496139,male
"[20,80]",12,1033906,0.551133081005022,0.576020896434784,0.275974011739532,male
"[20,80]",1,1585606,0.594991506279445,0.633147239685059,0.278203051204354,female
"[20,80]",2,1487920,0.591450722606622,0.626096725463867,0.278526156830346,female
"[20,80]",3,1575789,0.590915458187583,0.625831425189972,0.28005114212942,female
"[20,80]",4,1502562,0.589396339303378,0.624085485935211,0.280914137485377,female
"[20,80]",5,1681492,0.583894244635453,0.617151498794556,0.280414019901106,female
"[20,80]",6,1709266,0.578311024710702,0.60756653547287,0.280982875760046,female
"[20,80]",7,1728070,0.578042437430584,0.606792449951172,0.281844442126921,female
"[20,80]",8,1643179,0.581174183138397,0.61252897977829,0.281904373102352,female
"[20,80]",9,1484946,0.588325579407307,0.622900903224945,0.281106169871658,female
"[20,80]",10,1587591,0.591556092468204,0.62562620639801,0.278693690134809,female
"[20,80]",11,1637114,0.591869205471364,0.625831425189972,0.277330452402114,female
"[20,80]",12,1611396,0.595754483484924,0.63319319486618,0.277467384932176,female
"[20,80]",1,2608106,0.578540395165962,0.610480666160584,0.278189017704042,both
"[20,80]",2,2435476,0.576447077970727,0.606939494609833,0.278289262860491,both
"[20,80]",3,2577431,0.577103504717164,0.608355343341827,0.279449952326236,both
"[20,80]",4,2441564,0.575917429385301,0.606824636459351,0.28008064646574,both
"[20,80]",5,2706084,0.571078145741005,0.59972882270813,0.279338618815688,both
"[20,80]",6,2750445,0.566119774594765,0.593816578388214,0.279382630434511,both
"[20,80]",7,2784361,0.565181301578382,0.592596054077148,0.280196398976479,both
"[20,80]",8,2645659,0.567122375087728,0.595050752162933,0.280682734890745,both
"[20,80]",9,2388456,0.573402806578391,0.602130353450775,0.280595297009933,both
"[20,80]",10,2556999,0.575006263155899,0.603834390640259,0.278832552404369,both
"[20,80]",11,2656303,0.574360521464974,0.602976202964783,0.277469837332836,both
"[20,80]",12,2645201,0.578319741130316,0.609396517276764,0.277651693087786,both
