age_group,month,n,mean,median,std,type
"[20,80]",1,310181,0.500501687026528,0.501320123672485,0.230699446363555,male
"[20,80]",2,287968,0.504628151939851,0.507169365882874,0.229972493169089,male
"[20,80]",3,299827,0.506765931350478,0.509715020656586,0.230661816582381,male
"[20,80]",4,274797,0.500875160924725,0.50240832567215,0.231409566538493,male
"[20,80]",5,303266,0.496958773068724,0.497275352478027,0.229170749638149,male
"[20,80]",6,313546,0.494205336255147,0.493580281734467,0.228003593610911,male
"[20,80]",7,317794,0.488381422761191,0.486271470785141,0.228357077200753,male
"[20,80]",8,300400,0.484666847406295,0.481129556894302,0.22917583857023,male
"[20,80]",9,264609,0.489943488227584,0.486324787139893,0.22984912588394,male
"[20,80]",10,283861,0.494779776006518,0.494157731533051,0.229592924782769,male
"[20,80]",11,303506,0.497663477815557,0.498902380466461,0.227835572643384,male
"[20,80]",12,309716,0.498753251692582,0.499952256679535,0.22957471951471,male
"[20,80]",1,390758,0.512037888404442,0.51423591375351,0.231759000448017,female
"[20,80]",2,372743,0.514744265497445,0.51839804649353,0.231754999005914,female
"[20,80]",3,387857,0.511292769846427,0.5147345662117,0.232476454950671,female
"[20,80]",4,362100,0.504271182315483,0.505955278873444,0.231987091872389,female
"[20,80]",5,414348,0.497740391346528,0.496970951557159,0.23063314598214,female
"[20,80]",6,427237,0.489896547775417,0.487669914960861,0.229612858365246,female
"[20,80]",7,431328,0.479055765551119,0.472745209932327,0.229342176360162,female
"[20,80]",8,405338,0.474432393932065,0.467399567365646,0.229596065759278,female
"[20,80]",9,359273,0.486039857036332,0.481813937425613,0.229855627238931,female
"[20,80]",10,383144,0.502370157300776,0.503903865814209,0.228557264171086,female
"[20,80]",11,400827,0.508540825632679,0.510397255420685,0.228200102296954,female
"[20,80]",12,393120,0.510938004671782,0.513578653335571,0.230136883386066,female
"[20,80]",1,700956,0.506930145902267,0.508724927902222,0.231330610763729,both
"[20,80]",2,660694,0.510343290095717,0.513642549514771,0.231000923815548,both
"[20,80]",3,687668,0.509287440302774,0.512582659721375,0.231680337640671,both
"[20,80]",4,636874,0.502810350687322,0.504653811454773,0.231730712333709,both
"[20,80]",5,717590,0.497393928592997,0.497221827507019,0.230005431472723,both
"[20,80]",6,740749,0.491710299197552,0.489628970623016,0.228929307722131,both
"[20,80]",7,749103,0.483041070787186,0.47887721657753,0.22895971117228,both
"[20,80]",8,705712,0.478768704058582,0.473361879587174,0.229456755910525,both
"[20,80]",9,623875,0.487691181212861,0.483967453241348,0.229856615102827,both
"[20,80]",10,667004,0.49914672604927,0.499541640281677,0.229015399209462,both
"[20,80]",11,704298,0.503853460533355,0.505501627922058,0.228066478448122,both
"[20,80]",12,702841,0.505549301448383,0.507337927818298,0.229940430664067,both
