age_group,month,n,mean,median,std,type
"[20,80]",1,226,0.526860439342208,0.539230793714523,0.24396105548048,male
"[20,80]",2,236,0.569418639891734,0.5799999833107,0.254093712652328,male
"[20,80]",3,243,0.586288579022933,0.591549277305603,0.236371221480254,male
"[20,80]",4,220,0.518361490998756,0.531392335891724,0.240909515269946,male
"[20,80]",5,233,0.533957195064541,0.518518507480621,0.226531096497436,male
"[20,80]",6,232,0.553718266751746,0.557273507118225,0.207643537522089,male
"[20,80]",7,227,0.494537248091551,0.509803950786591,0.222548883399424,male
"[20,80]",8,230,0.559001892157223,0.539126038551331,0.210067618245302,male
"[20,80]",9,189,0.496441018644464,0.526315808296204,0.23106789230614,male
"[20,80]",10,156,0.527042850040091,0.541626036167145,0.211987554237013,male
"[20,80]",11,206,0.492070681876639,0.474130511283875,0.218633493450107,male
"[20,80]",12,225,0.541298674510585,0.571428596973419,0.224514899227542,male
"[20,80]",1,387,0.503895909961034,0.5,0.243318754640547,female
"[20,80]",2,334,0.539558865219176,0.549390256404877,0.237288243047689,female
"[20,80]",3,424,0.546311184834197,0.549099981784821,0.240211805802311,female
"[20,80]",4,385,0.529295221725842,0.545454561710358,0.231156918383131,female
"[20,80]",5,345,0.517561639175899,0.525862097740173,0.229978951369628,female
"[20,80]",6,367,0.513552860075187,0.514285743236542,0.223601454929976,female
"[20,80]",7,387,0.485925693863892,0.486842095851898,0.230502065452976,female
"[20,80]",8,362,0.497753428223219,0.488955661654472,0.235908560982044,female
"[20,80]",9,322,0.482375455175683,0.456126838922501,0.231455343966529,female
"[20,80]",10,351,0.491847945435604,0.487179487943649,0.231487331734929,female
"[20,80]",11,362,0.511959710050354,0.511658728122711,0.22054177956681,female
"[20,80]",12,355,0.476840102168876,0.468085110187531,0.224051904331238,female
"[20,80]",1,614,0.512988496122803,0.510638296604157,0.24383561047113,both
"[20,80]",2,568,0.548813309612304,0.558846145868301,0.243581293191836,both
"[20,80]",3,668,0.560098314423582,0.557417571544647,0.239619146396774,both
"[20,80]",4,609,0.523944901385037,0.541666686534882,0.236135383895476,both
"[20,80]",5,579,0.523502520123088,0.521126747131348,0.228417511226636,both
"[20,80]",6,599,0.529183863673067,0.528571426868439,0.217961555744285,both
"[20,80]",7,617,0.488483203288222,0.489795923233032,0.228614053130201,both
"[20,80]",8,593,0.523811055626877,0.518518507480621,0.227517939270202,both
"[20,80]",9,512,0.488357494934462,0.478713765740395,0.231566352515401,both
"[20,80]",10,507,0.502638382701244,0.50862067937851,0.225958396810404,both
"[20,80]",11,568,0.504952092825527,0.488888889551163,0.219499294156064,both
"[20,80]",12,579,0.503859998095324,0.50943398475647,0.225522063620753,both
