age_group,month,n,mean,median,std,type
"[20,80]",1,460876,5.07765149515369,5.09000015258789,0.425575172121538,male
"[20,80]",2,430698,5.07524388408309,5.07999992370606,0.422894649807866,male
"[20,80]",3,451260,5.06608452011242,5.07000017166138,0.425653939706002,male
"[20,80]",4,414210,5.05488754580556,5.05999994277954,0.421588733354431,male
"[20,80]",5,456601,5.04211554609398,5.03999996185303,0.418168411661109,male
"[20,80]",6,469115,5.03015817111751,5.03000020980835,0.415335692846222,male
"[20,80]",7,472915,5.01988446221833,5.01999998092651,0.416506095632018,male
"[20,80]",8,445364,5.01590007349987,5.01999998092651,0.420262874703566,male
"[20,80]",9,393205,5.02001269168943,5.01999998092651,0.425315422980603,male
"[20,80]",10,419216,5.04072471082263,5.05000019073486,0.423507752759213,male
"[20,80]",11,446576,5.06217703215914,5.07000017166138,0.42104846755377,male
"[20,80]",12,456845,5.07823944774365,5.09000015258789,0.423748414709169,male
"[20,80]",1,584799,4.55107862948079,4.53999996185303,0.359594272737837,female
"[20,80]",2,561030,4.55169303132989,4.53999996185303,0.358155344602467,female
"[20,80]",3,586145,4.54799299086317,4.53999996185303,0.358815640030534,female
"[20,80]",4,548951,4.54230897006764,4.53000020980835,0.357678282747093,female
"[20,80]",5,624515,4.5337171592177,4.51999998092651,0.354520983132717,female
"[20,80]",6,640276,4.52576598470588,4.51000022888184,0.353429171625921,female
"[20,80]",7,641456,4.51962742862297,4.5,0.353984109174017,female
"[20,80]",8,599914,4.51381601638844,4.5,0.353759511251414,female
"[20,80]",9,529892,4.51773510735783,4.5,0.355773454898333,female
"[20,80]",10,565404,4.52932844720517,4.51999998092651,0.355456758231742,female
"[20,80]",11,591675,4.54243919645682,4.53000020980835,0.356580990631016,female
"[20,80]",12,583044,4.54925570184655,4.53999996185303,0.358205770137561,female
"[20,80]",1,1045610,4.78125602463919,4.76000022888184,0.465051798899102,both
"[20,80]",2,991748,4.77743963362916,4.75,0.461882355975155,both
"[20,80]",3,1037233,4.77161808594212,4.75,0.461799742694968,both
"[20,80]",4,963251,4.76091693836122,4.73999977111816,0.458285613973567,both
"[20,80]",5,1081274,4.74643143376491,4.71999979019165,0.453465282926099,both
"[20,80]",6,1109842,4.73734787646829,4.71000003814697,0.451461361238195,both
"[20,80]",7,1114186,4.7301259862516,4.69999980926514,0.450477240660713,both
"[20,80]",8,1045219,4.72593434667287,4.69999980926514,0.452334200295414,both
"[20,80]",9,923410,4.73040109141317,4.69999980926514,0.456143611380354,both
"[20,80]",10,984489,4.74536801499422,4.71999979019165,0.456871991067084,both
"[20,80]",11,1038085,4.76421107315404,4.73999977111816,0.459232364918334,both
"[20,80]",12,1039638,4.77969649235336,4.76000022888184,0.463744291110534,both
